step,train_loss,val_loss,bpc,lr,tokens_seen,tokens_per_sec,peak_vram_gb,elapsed_sec
231,7.951734,,,0.00006930,7569408,45303.84,3.4425,167.08
232,8.018499,,,0.00006960,7602176,45312.37,3.4425,167.77
233,7.972112,,,0.00006990,7634944,45321.45,3.4425,168.46
234,7.959666,,,0.00007020,7667712,45328.82,3.4425,169.16
235,7.921730,,,0.00007050,7700480,45339.25,3.4425,169.84
236,8.006969,,,0.00007080,7733248,45349.26,3.4425,170.53
237,7.996201,,,0.00007110,7766016,45358.09,3.4425,171.22
238,7.952129,,,0.00007140,7798784,45368.03,3.4425,171.90
239,7.800546,,,0.00007170,7831552,45379.87,3.4425,172.58
240,7.899596,,,0.00007200,7864320,45388.16,3.4425,173.27
241,7.914538,,,0.00007230,7897088,45396.46,3.4425,173.96
242,7.879133,,,0.00007260,7929856,45407.49,3.4425,174.64
243,7.770931,,,0.00007290,7962624,45417.49,3.4425,175.32
244,7.816221,,,0.00007320,7995392,45427.38,3.4425,176.00
245,7.828351,,,0.00007350,8028160,45438.21,3.4425,176.68
246,8.025970,,,0.00007380,8060928,45447.65,3.4425,177.37
247,7.999996,,,0.00007410,8093696,45454.25,3.4425,178.06
248,8.021763,,,0.00007440,8126464,45463.41,3.4425,178.75
249,7.943580,,,0.00007470,8159232,45470.98,3.4425,179.44
250,7.996851,,,0.00007500,8192000,45478.49,3.4425,180.13
251,7.804220,,,0.00007530,8224768,45485.91,3.4425,180.82
252,8.000172,,,0.00007560,8257536,45494.63,3.4425,181.51
253,7.733705,,,0.00007590,8290304,45503.28,3.4425,182.19
254,7.909771,,,0.00007620,8323072,45512.50,3.4425,182.87
255,7.937979,,,0.00007650,8355840,45522.53,3.4425,183.55
256,7.831761,,,0.00007680,8388608,45531.12,3.4425,184.24
257,7.775687,,,0.00007710,8421376,45539.81,3.4425,184.92
258,7.813286,,,0.00007740,8454144,45547.00,3.4425,185.61
259,7.789999,,,0.00007770,8486912,45553.58,3.4425,186.31
260,7.752560,,,0.00007800,8519680,45560.40,3.4425,187.00
261,7.812322,,,0.00007830,8552448,45570.02,3.4425,187.68
262,7.949802,,,0.00007860,8585216,45579.78,3.4425,188.36
263,7.865042,,,0.00007890,8617984,45589.36,3.4425,189.03
264,7.906868,,,0.00007920,8650752,45597.59,3.4425,189.72
265,7.803829,,,0.00007950,8683520,45603.82,3.4425,190.41
266,7.724174,,,0.00007980,8716288,45610.26,3.4425,191.10
267,7.764154,,,0.00008010,8749056,45618.26,3.4425,191.79
268,7.812898,,,0.00008040,8781824,45622.81,3.4425,192.49
269,7.712594,,,0.00008070,8814592,45630.65,3.4425,193.17
270,7.921299,,,0.00008100,8847360,45638.53,3.4425,193.86
271,7.848376,,,0.00008130,8880128,45645.94,3.4425,194.54
272,7.775424,,,0.00008160,8912896,45653.60,3.4425,195.23
273,7.795881,,,0.00008190,8945664,45662.28,3.4425,195.91
274,7.546369,,,0.00008220,8978432,45668.49,3.4425,196.60
275,7.772088,,,0.00008250,9011200,45677.13,3.4425,197.28
276,7.689773,,,0.00008280,9043968,45685.74,3.4425,197.96
277,7.733860,,,0.00008310,9076736,45694.78,3.4425,198.64
278,7.909472,,,0.00008340,9109504,45698.81,3.4425,199.34
279,7.837292,,,0.00008370,9142272,45705.79,3.4425,200.02
280,7.959781,,,0.00008400,9175040,45714.45,3.4425,200.70
281,7.655944,,,0.00008430,9207808,45723.10,3.4425,201.38
282,7.821160,,,0.00008460,9240576,45730.20,3.4425,202.07
283,7.858286,,,0.00008490,9273344,45738.59,3.4425,202.75
284,7.727198,,,0.00008520,9306112,45747.14,3.4425,203.42
285,7.836517,,,0.00008550,9338880,45752.49,3.4425,204.12
286,7.740922,,,0.00008580,9371648,45759.40,3.4425,204.80
287,7.833669,,,0.00008610,9404416,45767.45,3.4425,205.48
288,7.608630,,,0.00008640,9437184,45771.47,3.4425,206.18
289,7.775936,,,0.00008670,9469952,45779.55,3.4425,206.86
290,7.404411,,,0.00008700,9502720,45786.08,3.4425,207.55
291,7.664506,,,0.00008730,9535488,45793.82,3.4425,208.23
292,7.685496,,,0.00008760,9568256,45800.30,3.4425,208.91
293,7.737489,,,0.00008790,9601024,45808.34,3.4425,209.59
294,7.572637,,,0.00008820,9633792,45816.02,3.4425,210.27
295,7.929080,,,0.00008850,9666560,45822.15,3.4425,210.96
296,7.835861,,,0.00008880,9699328,45828.51,3.4425,211.64
297,7.797887,,,0.00008910,9732096,45836.09,3.4425,212.32
298,7.590386,,,0.00008940,9764864,45842.37,3.4425,213.01
299,7.800108,,,0.00008970,9797632,45848.27,3.4425,213.70
300,7.690164,,,0.00009000,9830400,45854.11,3.4425,214.38
301,7.638476,,,0.00009030,9863168,45861.74,3.4425,215.06
302,7.710677,,,0.00009060,9895936,45867.25,3.4425,215.75
303,7.527285,,,0.00009090,9928704,45874.32,3.4425,216.43
304,7.734862,,,0.00009120,9961472,45880.33,3.4425,217.12
305,7.618635,,,0.00009150,9994240,45887.13,3.4425,217.80
306,7.494388,,,0.00009180,10027008,45894.06,3.4425,218.48
307,7.419201,,,0.00009210,10059776,45901.39,3.4425,219.16
308,7.702458,,,0.00009240,10092544,45905.68,3.4425,219.85
309,7.788879,,,0.00009270,10125312,45910.41,3.4425,220.55
310,7.558937,,,0.00009300,10158080,45917.18,3.4425,221.23
311,7.436705,,,0.00009330,10190848,45921.05,3.4425,221.92
312,7.197890,,,0.00009360,10223616,45926.77,3.4425,222.61
313,7.412465,,,0.00009390,10256384,45933.76,3.4425,223.29
314,7.810647,,,0.00009420,10289152,45939.22,3.4425,223.97
315,7.498934,,,0.00009450,10321920,45945.78,3.4425,224.65
316,7.650125,,,0.00009480,10354688,45951.17,3.4425,225.34
317,7.472147,,,0.00009510,10387456,45956.42,3.4425,226.03
318,7.744539,,,0.00009540,10420224,45963.11,3.4425,226.71
319,7.780940,,,0.00009570,10452992,45968.67,3.4425,227.39
320,7.711334,,,0.00009600,10485760,45973.75,3.4425,228.08
321,7.675157,,,0.00009630,10518528,45978.80,3.4425,228.77
322,7.471344,,,0.00009660,10551296,45985.17,3.4425,229.45
323,7.609382,,,0.00009690,10584064,45990.04,3.4425,230.14
324,7.658360,,,0.00009720,10616832,45993.62,3.4425,230.83
325,7.825571,,,0.00009750,10649600,45998.65,3.4425,231.52
326,7.551166,,,0.00009780,10682368,46003.32,3.4425,232.21
327,7.390010,,,0.00009810,10715136,46009.72,3.4425,232.89
328,7.637581,,,0.00009840,10747904,46014.81,3.4425,233.57
329,7.588611,,,0.00009870,10780672,46020.75,3.4425,234.26
330,7.448874,,,0.00009900,10813440,46027.04,3.4425,234.94
331,7.643124,,,0.00009930,10846208,46033.27,3.4425,235.62
332,7.617743,,,0.00009960,10878976,46038.35,3.4425,236.30
333,7.409719,,,0.00009990,10911744,46043.38,3.4425,236.99
334,7.467327,,,0.00010020,10944512,46048.22,3.4425,237.68
335,7.330955,,,0.00010050,10977280,46054.08,3.4425,238.36
336,7.732824,,,0.00010080,11010048,46060.11,3.4425,239.04
337,7.471533,,,0.00010110,11042816,46066.05,3.4425,239.72
338,7.517237,,,0.00010140,11075584,46071.71,3.4425,240.40
339,7.498373,,,0.00010170,11108352,46076.47,3.4425,241.09
340,7.583235,,,0.00010200,11141120,46082.49,3.4425,241.76
341,7.507005,,,0.00010230,11173888,46087.27,3.4425,242.45
342,7.425502,,,0.00010260,11206656,46092.98,3.4425,243.13
343,7.716911,,,0.00010290,11239424,46097.67,3.4425,243.82
344,7.681667,,,0.00010320,11272192,46103.56,3.4425,244.50
345,7.411061,,,0.00010350,11304960,46109.18,3.4425,245.18
346,7.384656,,,0.00010380,11337728,46115.03,3.4425,245.86
347,7.387853,,,0.00010410,11370496,46119.40,3.4425,246.54
348,7.270702,,,0.00010440,11403264,46125.04,3.4425,247.22
349,7.695466,,,0.00010470,11436032,46130.88,3.4425,247.90
350,7.421903,,,0.00010500,11468800,46136.34,3.4425,248.58
351,7.397762,,,0.00010530,11501568,46140.84,3.4425,249.27
352,7.481044,,,0.00010560,11534336,46145.19,3.4425,249.96
353,7.562742,,,0.00010590,11567104,46150.64,3.4425,250.64
354,7.186543,,,0.00010620,11599872,46156.20,3.4425,251.32
355,7.308146,,,0.00010650,11632640,46161.75,3.4425,252.00
356,7.561063,,,0.00010680,11665408,46167.24,3.4425,252.68
357,7.295738,,,0.00010710,11698176,46172.66,3.4425,253.36
358,7.483895,,,0.00010740,11730944,46178.14,3.4425,254.04
359,7.574590,,,0.00010770,11763712,46182.10,3.4425,254.72
360,7.226374,,,0.00010800,11796480,46187.52,3.4425,255.40
361,7.340706,,,0.00010830,11829248,46192.84,3.4425,256.08
362,7.287847,,,0.00010860,11862016,46197.88,3.4425,256.77
363,7.322238,,,0.00010890,11894784,46203.26,3.4425,257.44
364,7.260175,,,0.00010920,11927552,46208.59,3.4425,258.12
365,7.359418,,,0.00010950,11960320,46213.62,3.4425,258.81
366,7.083014,,,0.00010980,11993088,46217.97,3.4425,259.49
367,7.573781,,,0.00011010,12025856,46223.08,3.4425,260.17
368,7.336404,,,0.00011040,12058624,46228.06,3.4425,260.85
369,7.190849,,,0.00011070,12091392,46233.37,3.4425,261.53
370,7.326954,,,0.00011100,12124160,46237.03,3.4425,262.22
371,7.244857,,,0.00011130,12156928,46241.02,3.4425,262.90
372,7.361374,,,0.00011160,12189696,46246.14,3.4425,263.58
373,7.159843,,,0.00011190,12222464,46250.97,3.4425,264.26
374,7.467059,,,0.00011220,12255232,46255.06,3.4425,264.95
375,7.490043,,,0.00011250,12288000,46260.10,3.4425,265.63
376,7.388916,,,0.00011280,12320768,46265.01,3.4425,266.31
377,7.443972,,,0.00011310,12353536,46270.08,3.4425,266.99
378,7.466063,,,0.00011340,12386304,46274.98,3.4425,267.67
379,7.250212,,,0.00011370,12419072,46279.83,3.4425,268.35
380,7.509314,,,0.00011400,12451840,46284.90,3.4425,269.03
381,7.165572,,,0.00011430,12484608,46288.71,3.4425,269.71
382,7.197331,,,0.00011460,12517376,46292.34,3.4425,270.40
383,7.414768,,,0.00011490,12550144,46296.07,3.4425,271.08
384,7.291508,,,0.00011520,12582912,46301.12,3.4425,271.76
385,7.380926,,,0.00011550,12615680,46304.75,3.4425,272.45
386,7.572153,,,0.00011580,12648448,46307.07,3.4425,273.14
387,6.938980,,,0.00011610,12681216,46310.79,3.4425,273.83
388,7.338969,,,0.00011640,12713984,46315.55,3.4425,274.51
389,7.393770,,,0.00011670,12746752,46320.37,3.4425,275.19
390,7.290613,,,0.00011700,12779520,46323.96,3.4425,275.87
391,7.063528,,,0.00011730,12812288,46328.53,3.4425,276.55
392,7.158185,,,0.00011760,12845056,46333.14,3.4425,277.23
393,7.375159,,,0.00011790,12877824,46337.89,3.4425,277.91
394,7.161581,,,0.00011820,12910592,46342.33,3.4425,278.59
395,7.194848,,,0.00011850,12943360,46345.64,3.4425,279.28
396,7.122210,,,0.00011880,12976128,46350.33,3.4425,279.96
397,7.244227,,,0.00011910,13008896,46354.85,3.4425,280.64
398,7.293892,,,0.00011940,13041664,46359.15,3.4425,281.32
399,7.367382,,,0.00011970,13074432,46363.73,3.4425,282.00
400,7.095477,,,0.00012000,13107200,46368.25,3.4425,282.68
401,7.057279,,,0.00012030,13139968,46372.68,3.4425,283.36
402,7.239595,,,0.00012060,13172736,46376.96,3.4425,284.04
403,7.174580,,,0.00012090,13205504,46381.39,3.4425,284.72
404,7.206026,,,0.00012120,13238272,46385.72,3.4425,285.40
405,7.067997,,,0.00012150,13271040,46390.09,3.4425,286.07
406,7.094426,,,0.00012180,13303808,46394.57,3.4425,286.75
407,7.245297,,,0.00012210,13336576,46398.94,3.4425,287.43
408,7.246861,,,0.00012240,13369344,46403.39,3.4425,288.11
409,6.804886,,,0.00012270,13402112,46406.59,3.4425,288.80
410,7.063277,,,0.00012300,13434880,46409.63,3.4425,289.48
411,7.241756,,,0.00012330,13467648,46413.92,3.4425,290.16
412,6.840294,,,0.00012360,13500416,46418.20,3.4425,290.84
413,6.912591,,,0.00012390,13533184,46420.27,3.4425,291.54
414,7.081823,,,0.00012420,13565952,46424.36,3.4425,292.22
415,7.057618,,,0.00012450,13598720,46428.62,3.4425,292.90
416,7.025068,,,0.00012480,13631488,46432.77,3.4425,293.57
417,7.015085,,,0.00012510,13664256,46436.76,3.4425,294.26
418,6.536666,,,0.00012540,13697024,46440.93,3.4425,294.93
